id,file_name,page_start,page_end,current_section_number,detected_body_heading,mismatch_type,first_40_words_sanitized,contains_group_m,contains_1115,contains_12000,contains_903,contains_907,recommended_action,proposed_section_number,confidence,reviewer_notes
2946,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,113,113,201.4,3003.1,suspicious_cross_chapter_label,"CHAPTER 30—INDUSTRIAL OVENS SBC 801-CC-2024 1283 the dictionary meaning may be all that is needed (see also commentaries, Sections 201 through 201.4). SECTION 3003 LOCATION 3003.1 Ventilation. Enclosed rooms or basements containing industrial ovens or furnaces shall be provided with",,,,,,split_chunk_candidate,,,
2951,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,119,124,108.2,,no_detectable_heading,"CHAPTER 31—TENTS AND OTHER MEMBRANE STRUCTURES SBC 801-CC-2024 1289 Structures can range from 3 m by 3 m canvas shelters to major indoor sports arenas. The common feature of all types of membrane structures, whether they are air-supported, air- inflated",,,,,,split_chunk_candidate,,,
2952,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,119,124,3103.3,,no_detectable_heading,This section sets the minimum size structure that requires approval. Exception 1 exempts - CHAPTER 31—TENTS AND OTHER MEMBRANE STRUCTURES SBC 801-CC-2024 1290 from permit requirements tents that are normally used by families or very small groups for short periods,,,,,,split_chunk_candidate,,,
2958,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,125,125,3103.12.5,,no_detectable_heading,"CHAPTER 31—TENTS AND OTHER MEMBRANE STRUCTURES SBC 801-CC-2024 1295 of not less than 1100 mm shall be provided from seating areas, and aisles shall be progressively increased in width to provide, at all points, not less than 300 mm of",,,,,,split_chunk_candidate,,,
2960,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,126,126,3103.12.8,,no_detectable_heading,CHAPTER 31—TENTS AND OTHER MEMBRANE STRUCTURES SBC 801-CC-2024 1296 especially in times of emergency when the occupants must have a lighted path of exit travel to evacuate the building safely. So that there will be a continuing source of electrical,,,,,,split_chunk_candidate,,,
2962,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,127,129,3104.3,,no_detectable_heading,"CHAPTER 31—TENTS AND OTHER MEMBRANE STRUCTURES SBC 801-CC-2024 1297 is an important first step in fire safety. This section also gives the Fire official the authority to inspect the facility, its contents and documentation of applied flame-retardant treatment to ensure",,,,,,split_chunk_candidate,,,
2963,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,127,129,3105.1,,no_detectable_heading,"There were four high-profile temporary special event structure collapses during the 2011 summer concert season: August 7 at Brady District Block Party, Tulsa, Oklahoma; July 17 at the Cisco Ottawa Bluesfest in Ottawa, Canada; August 13 at the Indiana State",,,,,,split_chunk_candidate,,,
2964,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,127,129,3105.5,,no_detectable_heading,"❖ Temporary special event structures are very complex and specialized for each individual event. The nature of these structures must accommodate a wide variety of changing components, such as audio and lighting equipment, video walls and scenery. As such, one",,,,,,split_chunk_candidate,,,
2965,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,127,129,3105.6.2,,no_detectable_heading,"❖ It is unlikely many fire inspectors will be familiar with the specialized nature of these structures. Accordingly, this section requires a qualified specialized inspector to be employed by the owner to inspect and report to the Fire official and",,,,,,split_chunk_candidate,,,
2966,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,130,130,3103.8.2,,no_detectable_heading,CHAPTER 31—TENTS AND OTHER MEMBRANE STRUCTURES SBC 801-CC-2024 1300 A fire of any size within a temporary special event structure would almost certainly involve any membrane coverings and structural support elements. Because the support ropes and ground anchors are under,,,,,,split_chunk_candidate,,,
2969,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,131,163,304.1.2,3106.4.7,suspicious_cross_chapter_label,"❖ Because dry grass, weeds and other vegetation within the outdoor assembly area represent a significant fuel accumulation and fire hazard, this section requires that all combustible vegetation that could create a fire hazard be removed from within the area.",,,,,,split_chunk_candidate,,,
2973,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,131,163,3107.12.1,3107.12.3,body_heading_differs_from_section_number,"❖ As with the installation requirements in Section 3107.12.1, venting must comply with the applicable provisions of SBC 1201 and SBC 501 and be approved by the Fire official. The 300 mm separation between the vent or flue stack and",,,,,,split_chunk_candidate,,,
2975,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,131,163,3206.2,3207.2,suspicious_cross_chapter_label,"❖ Building access requirements are summarized in Table 3206.2. The access requirements include the application of Sections 3206.7.1 through 3206.7.8. In addition, the provisions of Chapter 10, which address minimum clear width dimensions, allowable projections into the clear width, floor",,,,,,split_chunk_candidate,,,
2983,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,145,146,102.7,,no_detectable_heading,"CHAPTER 32—HIGH-PILED COMBUSTIBLE STORAGE SBC 801-CC-2024 1315 —HIGH-PILED COMBUSTIBLE STORAGE ❖ General Comments High-piled combustible storage facilities present great challenges in fire incident management. The shear mass of commodities in concentrated form, along with a different configuration for access to",,,,,,split_chunk_candidate,,,
2985,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,147,147,3208.3,,no_detectable_heading,"CHAPTER 32—HIGH-PILED COMBUSTIBLE STORAGE SBC 801-CC-2024 1317 illustrate the location, size and classification of the various types of commodities. Items 9, 10, 11 and 12 are important for the development of a prefire emergency plan. Such a plan can be",,,,,,split_chunk_candidate,,,
2986,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,148,151,201.3,3203.1,suspicious_cross_chapter_label,CHAPTER 32—HIGH-PILED COMBUSTIBLE STORAGE SBC 801-CC-2024 1318 • HIGH-PILED COMBUSTIBLE STORAGE. • HIGH-PILED STORAGE AREA. • LONGITUDINAL FLUE SPACE. • MANUAL STOCKING METHODS. • MECHANICAL STOCKING METHODS. • SHELF STORAGE. • SOLID SHELVING. • TRANSVERSE FLUE SPACE. ❖ Definitions of,,,,,,split_chunk_candidate,,,
2987,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,148,151,3203.8,3203.4,body_heading_differs_from_section_number,"❖ Class II commodities consist of noncombustible products packaged in slatted wooden crates, solid wooden boxes, multiple- thickness paperboard cartons or equivalent combustible packaging materials that may or may not be arranged on pallets. If the commodity is stored on",,,,,,split_chunk_candidate,,,
2989,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,148,151,3203.9,,no_detectable_heading,"❖ Limited quantities of Group A plastics can be allowed within other classes of commodities. Figures 3203.9(1) and 3203.9(2) show the pertinent requirements, or limits, for determining to which class the limited amount of Group A plastic is assigned. See",,,,,,split_chunk_candidate,,,
2990,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,148,151,3203.9,,no_detectable_heading,"(Equation 32-1) where: GOP = Percentage by weight of Group A unexpanded plastic. FQP = Weight of Group A unexpanded plastic in the commodity, not including the weight of the pallet, if any. F$ = Weight of the entire load,",,,,,,split_chunk_candidate,,,
2993,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,153,153,3204.2,,no_detectable_heading,CHAPTER 32—HIGH-PILED COMBUSTIBLE STORAGE SBC 801-CC-2024 1323 Figure 3204.2). It also provides minimum areas in which this increased water supply needs to be available. It should be noted that there are some potential maintenance limitations. It may be difficult to,,,,,,split_chunk_candidate,,,
2995,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,154,156,3205.6,,no_detectable_heading,"CHAPTER 32—HIGH-PILED COMBUSTIBLE STORAGE SBC 801-CC-2024 1324 times for both occupant egress and fire-fighter access. Such aisles also serve as fire breaks. Miscellaneous storage, waste and other objects in the aisles negate or reduce these functions; therefore, the owner or",,,,,,split_chunk_candidate,,,
2996,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,154,156,3208.3,3206.1,suspicious_cross_chapter_label,"❖ This section directs the reader to Section 3208.3, which in turn is governed by Table 3208.3 and provides criteria for flue spaces. Flue spaces are critical to sprinkler system effectiveness. See the definitions in Section 202 for “Flue spaces,”",,,,,,split_chunk_candidate,,,
2997,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,154,156,3206.4,3206.2.1,body_heading_differs_from_section_number,"❖ Example: A storage area contains 18580 m2 of high-piled storage classified as commodity Class I. It is a single-story building with floor space only, no rack storage and is protected by standard automatic sprinklers. The subject building would be",,,,,,split_chunk_candidate,,,
2998,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,154,156,3206.10.1,3206.3.2,body_heading_differs_from_section_number,❖ This section clarifies that the size of the high- piled storage area is to be the floor area occupied by the storage and additionally provides the requirements for the inclusion of aisles in the high-piled storage area. The first,,,,1,,split_chunk_candidate,,,
2999,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,157,157,3206.3.2,,no_detectable_heading,CHAPTER 32—HIGH-PILED COMBUSTIBLE STORAGE SBC 801-CC-2024 1327 3206.3.2 shall be considered as separated. The fire safety features in Table 3206.2 shall be extended beyond the higher-hazard storage area in accordance with Section 3206.2.1. Exception: Multiple class high-piled storage areas do,,,,,,split_chunk_candidate,,,
3000,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,157,157,907.2,907.6.4,body_heading_differs_from_section_number,"❖ Automatic fire detection systems are designed to increase the likelihood that the fire will be detected and the occupants given sufficient warning to allow area or building exit. The detectors must be smoke detectors approved for the particular use,",,,,,1,split_chunk_candidate,,,
3002,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,158,161,3206.7.5,,no_detectable_heading,"❖ This section provides the maximum allowable distance between fire department access doors. This requirement allows for the fire department to have quick access to assess, combat and control a fire in the high-piled storage areas of a building (see",,,,1,,split_chunk_candidate,,,
3005,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,158,161,3206.10.1,3206.10.1.1,body_heading_child_of_section_number,"would not be addressed by this exception. 3206.10.1.1 Sprinklered buildings. Aisles in sprinklered buildings shall be not less than 1100 mm wide. Aisles shall be not less than 2.4 m wide in high-piled storage areas exceeding 230 m2 in area,",1,,,,,safe_auto_candidate,,,
3018,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,164,166,716.5,,no_detectable_heading,"The automatic sprinkler system is expected to remain in operation as the fire fighters attempt to control and extinguish the fire. As a result, design considerations for water supply must ensure that the water supply is not compromised by other",,,,,,split_chunk_candidate,,,
